"ISO3"	"FRACOUNTRYCODE"	"COUNTRY"	"FRACATCODE"	"FRACAT"	"YEAR"	"VALUE"
"MAF"	643000375	"Saint Martin (French part)"	2	"Other land"	1990	3.3
"MAF"	643000375	"Saint Martin (French part)"	0	"Forest"	2010	1
"MAF"	643000375	"Saint Martin (French part)"	3	"Other wooded land"	2005	1
"MAF"	643000375	"Saint Martin (French part)"	3	"Other wooded land"	2010	1
"MAF"	643000375	"Saint Martin (French part)"	2	"Other land"	2005	3.3
"MAF"	643000375	"Saint Martin (French part)"	3	"Other wooded land"	2000	1
"MAF"	643000375	"Saint Martin (French part)"	1	"Inland water"	2010	0.1
"MAF"	643000375	"Saint Martin (French part)"	0	"Forest"	2005	1
"MAF"	643000375	"Saint Martin (French part)"	3	"Other wooded land"	1990	1
"MAF"	643000375	"Saint Martin (French part)"	0	"Forest"	1990	1
"MAF"	643000375	"Saint Martin (French part)"	2	"Other land"	2010	3.3
"MAF"	643000375	"Saint Martin (French part)"	0	"Forest"	2000	1
"SPM"	197	"Saint Pierre and Miquelon"	3	"Other wooded land"	2010	0
"SPM"	197	"Saint Pierre and Miquelon"	3	"Other wooded land"	2005	0
"SPM"	197	"Saint Pierre and Miquelon"	3	"Other wooded land"	1990	0
"SPM"	197	"Saint Pierre and Miquelon"	3	"Other wooded land"	2000	0
"SPM"	197	"Saint Pierre and Miquelon"	2	"Other land"	1990	19.6
"SPM"	197	"Saint Pierre and Miquelon"	0	"Forest"	2005	3
"SPM"	197	"Saint Pierre and Miquelon"	1	"Inland water"	1990	1
"SPM"	197	"Saint Pierre and Miquelon"	1	"Inland water"	2010	1
"SPM"	197	"Saint Pierre and Miquelon"	0	"Forest"	2000	3.2
"SPM"	197	"Saint Pierre and Miquelon"	0	"Forest"	2010	2.9
"SPM"	197	"Saint Pierre and Miquelon"	1	"Inland water"	2000	1
"SPM"	197	"Saint Pierre and Miquelon"	2	"Other land"	2000	19.8
"SPM"	197	"Saint Pierre and Miquelon"	2	"Other land"	2010	20.1
"SPM"	197	"Saint Pierre and Miquelon"	2	"Other land"	2005	20
"SPM"	197	"Saint Pierre and Miquelon"	0	"Forest"	1990	3.4
"SPM"	197	"Saint Pierre and Miquelon"	1	"Inland water"	2005	1
"VCT"	198	"Saint Vincent and the Grenadines"	3	"Other wooded land"	2000	0
"VCT"	198	"Saint Vincent and the Grenadines"	0	"Forest"	1990	25.3
"VCT"	198	"Saint Vincent and the Grenadines"	2	"Other land"	1990	13.7
"VCT"	198	"Saint Vincent and the Grenadines"	0	"Forest"	2010	26.7
"VCT"	198	"Saint Vincent and the Grenadines"	3	"Other wooded land"	2010	0
"VCT"	198	"Saint Vincent and the Grenadines"	1	"Inland water"	1990	0
"VCT"	198	"Saint Vincent and the Grenadines"	3	"Other wooded land"	1990	0
"VCT"	198	"Saint Vincent and the Grenadines"	1	"Inland water"	2010	0
"VCT"	198	"Saint Vincent and the Grenadines"	1	"Inland water"	2005	0
"VCT"	198	"Saint Vincent and the Grenadines"	2	"Other land"	2000	13
"VCT"	198	"Saint Vincent and the Grenadines"	0	"Forest"	2000	26
"VCT"	198	"Saint Vincent and the Grenadines"	3	"Other wooded land"	2005	0
"VCT"	198	"Saint Vincent and the Grenadines"	2	"Other land"	2010	12.3
"VCT"	198	"Saint Vincent and the Grenadines"	1	"Inland water"	2000	0
"VCT"	198	"Saint Vincent and the Grenadines"	2	"Other land"	2005	12.7
"VCT"	198	"Saint Vincent and the Grenadines"	0	"Forest"	2005	26.3
"WSM"	119	"Samoa"	0	"Forest"	2005	171
"WSM"	119	"Samoa"	3	"Other wooded land"	2010	22
"WSM"	119	"Samoa"	1	"Inland water"	1990	1
"WSM"	119	"Samoa"	3	"Other wooded land"	1990	0
"WSM"	119	"Samoa"	1	"Inland water"	2005	1
"WSM"	119	"Samoa"	2	"Other land"	2000	90
"WSM"	119	"Samoa"	0	"Forest"	2000	171
"WSM"	119	"Samoa"	0	"Forest"	2010	171
"WSM"	119	"Samoa"	3	"Other wooded land"	2005	22
"WSM"	119	"Samoa"	1	"Inland water"	2010	1
"WSM"	119	"Samoa"	0	"Forest"	1990	130
"WSM"	119	"Samoa"	1	"Inland water"	2000	1
"WSM"	119	"Samoa"	2	"Other land"	2010	90
"WSM"	119	"Samoa"	2	"Other land"	1990	153
"WSM"	119	"Samoa"	3	"Other wooded land"	2000	22
"WSM"	119	"Samoa"	2	"Other land"	2005	90
"SMR"	7655310	"San Marino"	1	"Inland water"	1990	0
"SMR"	7655310	"San Marino"	0	"Forest"	1990	0
"SMR"	7655310	"San Marino"	2	"Other land"	2000	6
"SMR"	7655310	"San Marino"	1	"Inland water"	2005	0
"SMR"	7655310	"San Marino"	2	"Other land"	1990	6
"SMR"	7655310	"San Marino"	3	"Other wooded land"	1990	0
"SMR"	7655310	"San Marino"	3	"Other wooded land"	2010	0
"SMR"	7655310	"San Marino"	3	"Other wooded land"	2005	0
"SMR"	7655310	"San Marino"	0	"Forest"	2000	0
"SMR"	7655310	"San Marino"	1	"Inland water"	2000	0
"SMR"	7655310	"San Marino"	2	"Other land"	2010	6
"SMR"	7655310	"San Marino"	1	"Inland water"	2010	0
"SMR"	7655310	"San Marino"	0	"Forest"	2005	0
"SMR"	7655310	"San Marino"	3	"Other wooded land"	2000	0
"SMR"	7655310	"San Marino"	2	"Other land"	2005	6
"SMR"	7655310	"San Marino"	0	"Forest"	2010	0
"STP"	11	"Sao Tome and Principe"	0	"Forest"	1990	27
"STP"	11	"Sao Tome and Principe"	2	"Other land"	1990	40
"STP"	11	"Sao Tome and Principe"	1	"Inland water"	1990	0
"STP"	11	"Sao Tome and Principe"	0	"Forest"	2000	27
"STP"	11	"Sao Tome and Principe"	3	"Other wooded land"	2005	29
"STP"	11	"Sao Tome and Principe"	1	"Inland water"	2005	0
"STP"	11	"Sao Tome and Principe"	2	"Other land"	2010	40
"STP"	11	"Sao Tome and Principe"	1	"Inland water"	2000	0
"STP"	11	"Sao Tome and Principe"	1	"Inland water"	2010	0
"STP"	11	"Sao Tome and Principe"	0	"Forest"	2010	27
"STP"	11	"Sao Tome and Principe"	3	"Other wooded land"	1990	29
"STP"	11	"Sao Tome and Principe"	3	"Other wooded land"	2010	29
"STP"	11	"Sao Tome and Principe"	2	"Other land"	2000	40
"STP"	11	"Sao Tome and Principe"	0	"Forest"	2005	27
"STP"	11	"Sao Tome and Principe"	3	"Other wooded land"	2000	29
"STP"	11	"Sao Tome and Principe"	2	"Other land"	2005	40
"SAU"	97	"Saudi Arabia"	3	"Other wooded land"	2005	1117
"SAU"	97	"Saudi Arabia"	2	"Other land"	1990	212875
"SAU"	97	"Saudi Arabia"	0	"Forest"	1990	977
"SAU"	97	"Saudi Arabia"	1	"Inland water"	2005	0
"SAU"	97	"Saudi Arabia"	1	"Inland water"	2000	0
"SAU"	97	"Saudi Arabia"	3	"Other wooded land"	2000	1117
"SAU"	97	"Saudi Arabia"	3	"Other wooded land"	2010	1117
"SAU"	97	"Saudi Arabia"	0	"Forest"	2010	977
"SAU"	97	"Saudi Arabia"	2	"Other land"	2010	197906
"SAU"	97	"Saudi Arabia"	0	"Forest"	2005	977
"SAU"	97	"Saudi Arabia"	2	"Other land"	2000	212875
"SAU"	97	"Saudi Arabia"	1	"Inland water"	2010	0
"SAU"	97	"Saudi Arabia"	3	"Other wooded land"	1990	1117
"SAU"	97	"Saudi Arabia"	1	"Inland water"	1990	0
"SAU"	97	"Saudi Arabia"	0	"Forest"	2000	977
"SAU"	97	"Saudi Arabia"	2	"Other land"	2005	197906
"SEN"	71	"Senegal"	3	"Other wooded land"	2010	4911
"SEN"	71	"Senegal"	3	"Other wooded land"	2005	5001
"SEN"	71	"Senegal"	0	"Forest"	1990	9348
"SEN"	71	"Senegal"	1	"Inland water"	2005	419
"SEN"	71	"Senegal"	1	"Inland water"	2010	419
"SEN"	71	"Senegal"	2	"Other land"	1990	4604
"SEN"	71	"Senegal"	3	"Other wooded land"	2000	5101
"SEN"	71	"Senegal"	2	"Other land"	2000	5254
"SEN"	71	"Senegal"	2	"Other land"	2010	5869
"SEN"	71	"Senegal"	1	"Inland water"	2000	419
"SEN"	71	"Senegal"	0	"Forest"	2005	8673
"SEN"	71	"Senegal"	2	"Other land"	2005	5579
"SEN"	71	"Senegal"	0	"Forest"	2000	8898
"SEN"	71	"Senegal"	0	"Forest"	2010	8473
"SEN"	71	"Senegal"	3	"Other wooded land"	1990	5301
"SEN"	71	"Senegal"	1	"Inland water"	1990	419
"SRB"	155	"Serbia"	1	"Inland water"	2005	90
"SRB"	155	"Serbia"	2	"Other land"	2010	5623
"SRB"	155	"Serbia"	1	"Inland water"	2000	90
"SRB"	155	"Serbia"	3	"Other wooded land"	2000	521
"SRB"	155	"Serbia"	2	"Other land"	2000	5765
"SRB"	155	"Serbia"	0	"Forest"	2000	2460
"SRB"	155	"Serbia"	0	"Forest"	2005	2476
"SRB"	155	"Serbia"	0	"Forest"	1990	2313
"SRB"	155	"Serbia"	3	"Other wooded land"	1990	287
"SRB"	155	"Serbia"	3	"Other wooded land"	2005	521
"SRB"	155	"Serbia"	2	"Other land"	2005	5749
"SRB"	155	"Serbia"	1	"Inland water"	2010	90
"SRB"	155	"Serbia"	2	"Other land"	1990	6146
"SRB"	155	"Serbia"	1	"Inland water"	1990	90
"SRB"	155	"Serbia"	0	"Forest"	2010	2713
"SRB"	155	"Serbia"	3	"Other wooded land"	2010	410
"SYC"	26	"Seychelles"	2	"Other land"	2010	5.3
"SYC"	26	"Seychelles"	3	"Other wooded land"	2000	0
"SYC"	26	"Seychelles"	2	"Other land"	2000	5.3
"SYC"	26	"Seychelles"	0	"Forest"	2005	40.7
"SYC"	26	"Seychelles"	1	"Inland water"	2000	0
"SYC"	26	"Seychelles"	1	"Inland water"	2005	0
"SYC"	26	"Seychelles"	3	"Other wooded land"	1990	0
"SYC"	26	"Seychelles"	0	"Forest"	2000	40.7
"SYC"	26	"Seychelles"	2	"Other land"	2005	5.3
"SYC"	26	"Seychelles"	0	"Forest"	1990	40.7
"SYC"	26	"Seychelles"	1	"Inland water"	1990	0
"SYC"	26	"Seychelles"	3	"Other wooded land"	2005	0
"SYC"	26	"Seychelles"	1	"Inland water"	2010	0
"SYC"	26	"Seychelles"	2	"Other land"	1990	5.3
"SYC"	26	"Seychelles"	3	"Other wooded land"	2010	0
"SYC"	26	"Seychelles"	0	"Forest"	2010	40.7
"SLE"	2	"Sierra Leone"	3	"Other wooded land"	2000	440
"SLE"	2	"Sierra Leone"	1	"Inland water"	2005	12
"SLE"	2	"Sierra Leone"	2	"Other land"	2010	4247
"SLE"	2	"Sierra Leone"	0	"Forest"	1990	3118
"SLE"	2	"Sierra Leone"	1	"Inland water"	1990	12
"SLE"	2	"Sierra Leone"	0	"Forest"	2000	2922
"SLE"	2	"Sierra Leone"	2	"Other land"	2000	3800
"SLE"	2	"Sierra Leone"	2	"Other land"	1990	3353
"SLE"	2	"Sierra Leone"	1	"Inland water"	2000	12
"SLE"	2	"Sierra Leone"	3	"Other wooded land"	2005	314
"SLE"	2	"Sierra Leone"	0	"Forest"	2005	2824
"SLE"	2	"Sierra Leone"	2	"Other land"	2005	4024
"SLE"	2	"Sierra Leone"	3	"Other wooded land"	2010	189
"SLE"	2	"Sierra Leone"	1	"Inland water"	2010	12
"SLE"	2	"Sierra Leone"	0	"Forest"	2010	2726
"SLE"	2	"Sierra Leone"	3	"Other wooded land"	1990	691
"SGP"	85	"Singapore"	3	"Other wooded land"	2000	0
"SGP"	85	"Singapore"	2	"Other land"	1990	66.6
"SGP"	85	"Singapore"	3	"Other wooded land"	2005	0
"SGP"	85	"Singapore"	0	"Forest"	2005	2.3
"SGP"	85	"Singapore"	1	"Inland water"	2005	1
"SGP"	85	"Singapore"	0	"Forest"	1990	2.3
"SGP"	85	"Singapore"	1	"Inland water"	2000	1
"SGP"	85	"Singapore"	1	"Inland water"	1990	1
"SGP"	85	"Singapore"	2	"Other land"	2000	66.6
"SGP"	85	"Singapore"	3	"Other wooded land"	2010	0
"SGP"	85	"Singapore"	2	"Other land"	2010	66.6
"SGP"	85	"Singapore"	0	"Forest"	2010	2.3
"SGP"	85	"Singapore"	2	"Other land"	2005	66.6
"SGP"	85	"Singapore"	0	"Forest"	2000	2.3
"SGP"	85	"Singapore"	1	"Inland water"	2010	1
"SGP"	85	"Singapore"	3	"Other wooded land"	1990	0
"SVK"	153	"Slovakia"	2	"Other land"	1990	2888
"SVK"	153	"Slovakia"	2	"Other land"	2000	2889
"SVK"	153	"Slovakia"	3	"Other wooded land"	2010	0
"SVK"	153	"Slovakia"	2	"Other land"	2010	2877
"SVK"	153	"Slovakia"	0	"Forest"	2010	1933
"SVK"	153	"Slovakia"	3	"Other wooded land"	2005	0
"SVK"	153	"Slovakia"	1	"Inland water"	1990	93
"SVK"	153	"Slovakia"	1	"Inland water"	2010	93
"SVK"	153	"Slovakia"	0	"Forest"	2005	1932
"SVK"	153	"Slovakia"	1	"Inland water"	2000	93
"SVK"	153	"Slovakia"	2	"Other land"	2005	2878
"SVK"	153	"Slovakia"	3	"Other wooded land"	2000	0
"SVK"	153	"Slovakia"	3	"Other wooded land"	1990	0
"SVK"	153	"Slovakia"	1	"Inland water"	2005	93
"SVK"	153	"Slovakia"	0	"Forest"	1990	1922
"SVK"	153	"Slovakia"	0	"Forest"	2000	1921
"SVN"	154	"Slovenia"	1	"Inland water"	2010	13
"SVN"	154	"Slovenia"	2	"Other land"	1990	785
"SVN"	154	"Slovenia"	3	"Other wooded land"	2010	21
"SVN"	154	"Slovenia"	1	"Inland water"	2005	13
"SVN"	154	"Slovenia"	3	"Other wooded land"	2000	38
"SVN"	154	"Slovenia"	0	"Forest"	2005	1243
"SVN"	154	"Slovenia"	0	"Forest"	2010	1253
"SVN"	154	"Slovenia"	1	"Inland water"	2000	13
"SVN"	154	"Slovenia"	2	"Other land"	2005	742
"SVN"	154	"Slovenia"	3	"Other wooded land"	1990	41
"SVN"	154	"Slovenia"	0	"Forest"	1990	1188
"SVN"	154	"Slovenia"	2	"Other land"	2010	740
"SVN"	154	"Slovenia"	1	"Inland water"	1990	13
"SVN"	154	"Slovenia"	0	"Forest"	2000	1233
"SVN"	154	"Slovenia"	2	"Other land"	2000	743
"SVN"	154	"Slovenia"	3	"Other wooded land"	2005	29
"SLB"	120	"Solomon Islands"	1	"Inland water"	1990	91
"SLB"	120	"Solomon Islands"	1	"Inland water"	2010	91
"SLB"	120	"Solomon Islands"	2	"Other land"	1990	377
"SLB"	120	"Solomon Islands"	3	"Other wooded land"	2010	129
"SLB"	120	"Solomon Islands"	0	"Forest"	2010	2213
"SLB"	120	"Solomon Islands"	3	"Other wooded land"	2000	102
"SLB"	120	"Solomon Islands"	1	"Inland water"	2000	91
"SLB"	120	"Solomon Islands"	2	"Other land"	2010	457
"SLB"	120	"Solomon Islands"	2	"Other land"	2005	429
"SLB"	120	"Solomon Islands"	1	"Inland water"	2005	91
"SLB"	120	"Solomon Islands"	3	"Other wooded land"	2005	129
"SLB"	120	"Solomon Islands"	0	"Forest"	2000	2268
"SLB"	120	"Solomon Islands"	3	"Other wooded land"	1990	98
"SLB"	120	"Solomon Islands"	0	"Forest"	1990	2324
"SLB"	120	"Solomon Islands"	2	"Other land"	2000	429
"SLB"	120	"Solomon Islands"	0	"Forest"	2005	2241
"SOM"	46	"Somalia"	1	"Inland water"	2010	1032
"SOM"	46	"Somalia"	0	"Forest"	2010	6747
"SOM"	46	"Somalia"	2	"Other land"	1990	54452
"SOM"	46	"Somalia"	1	"Inland water"	1990	1032
"SOM"	46	"Somalia"	3	"Other wooded land"	2000	0
"SOM"	46	"Somalia"	1	"Inland water"	2000	1032
"SOM"	46	"Somalia"	2	"Other land"	2010	55987
"SOM"	46	"Somalia"	0	"Forest"	2005	7131
"SOM"	46	"Somalia"	3	"Other wooded land"	2005	0
"SOM"	46	"Somalia"	0	"Forest"	2000	7515
"SOM"	46	"Somalia"	3	"Other wooded land"	2010	0
"SOM"	46	"Somalia"	1	"Inland water"	2005	1032
"SOM"	46	"Somalia"	3	"Other wooded land"	1990	0
"SOM"	46	"Somalia"	2	"Other land"	2000	55219
"SOM"	46	"Somalia"	2	"Other land"	2005	55603
"SOM"	46	"Somalia"	0	"Forest"	1990	8282
"ZAF"	28	"South Africa"	0	"Forest"	2010	9241
"ZAF"	28	"South Africa"	0	"Forest"	2000	9241
"ZAF"	28	"South Africa"	3	"Other wooded land"	2005	24558
"ZAF"	28	"South Africa"	3	"Other wooded land"	2010	24558
"ZAF"	28	"South Africa"	3	"Other wooded land"	2000	24558
"ZAF"	28	"South Africa"	1	"Inland water"	2000	462
"ZAF"	28	"South Africa"	0	"Forest"	1990	9241
"ZAF"	28	"South Africa"	2	"Other land"	2010	87648
"ZAF"	28	"South Africa"	0	"Forest"	2005	9241
"ZAF"	28	"South Africa"	2	"Other land"	1990	87648
"ZAF"	28	"South Africa"	3	"Other wooded land"	1990	24558
"ZAF"	28	"South Africa"	1	"Inland water"	2010	462
"ZAF"	28	"South Africa"	2	"Other land"	2000	87648
"ZAF"	28	"South Africa"	1	"Inland water"	1990	462
"ZAF"	28	"South Africa"	2	"Other land"	2005	87648
"ZAF"	28	"South Africa"	1	"Inland water"	2005	462
"ESP"	50	"Spain"	0	"Forest"	2000	16987.84
"ESP"	50	"Spain"	2	"Other land"	2010	22171.32
"ESP"	50	"Spain"	2	"Other land"	2005	22360.55
"ESP"	50	"Spain"	3	"Other wooded land"	1990	12004.43
"ESP"	50	"Spain"	1	"Inland water"	2010	618
"ESP"	50	"Spain"	1	"Inland water"	1990	618
"ESP"	50	"Spain"	1	"Inland water"	2005	618
"ESP"	50	"Spain"	0	"Forest"	2005	17293.19
"ESP"	50	"Spain"	3	"Other wooded land"	2010	9574.4
"ESP"	50	"Spain"	0	"Forest"	1990	13818.36
"ESP"	50	"Spain"	0	"Forest"	2010	18173.28
"ESP"	50	"Spain"	3	"Other wooded land"	2005	10265.26
"ESP"	50	"Spain"	2	"Other land"	1990	24096.2
"ESP"	50	"Spain"	1	"Inland water"	2000	618
"ESP"	50	"Spain"	2	"Other land"	2000	22564.48
"ESP"	50	"Spain"	3	"Other wooded land"	2000	10366.68
"LKA"	37	"Sri Lanka"	0	"Forest"	1990	2350
"LKA"	37	"Sri Lanka"	2	"Other land"	2010	4603
"LKA"	37	"Sri Lanka"	1	"Inland water"	2005	98
"LKA"	37	"Sri Lanka"	3	"Other wooded land"	1990	0
"LKA"	37	"Sri Lanka"	3	"Other wooded land"	2010	0
"LKA"	37	"Sri Lanka"	0	"Forest"	2005	1933
"LKA"	37	"Sri Lanka"	1	"Inland water"	1990	98
"LKA"	37	"Sri Lanka"	2	"Other land"	2005	4530
"LKA"	37	"Sri Lanka"	0	"Forest"	2010	1860
"LKA"	37	"Sri Lanka"	3	"Other wooded land"	2005	0
"LKA"	37	"Sri Lanka"	2	"Other land"	1990	4113
"LKA"	37	"Sri Lanka"	1	"Inland water"	2010	98
"LKA"	37	"Sri Lanka"	1	"Inland water"	2000	98
"LKA"	37	"Sri Lanka"	0	"Forest"	2000	2082
"LKA"	37	"Sri Lanka"	2	"Other land"	2000	4381
"LKA"	37	"Sri Lanka"	3	"Other wooded land"	2000	0
"SDN"	74	"Sudan"	3	"Other wooded land"	2005	52188
"SDN"	74	"Sudan"	1	"Inland water"	2005	12981
"SDN"	74	"Sudan"	1	"Inland water"	2010	12981
"SDN"	74	"Sudan"	2	"Other land"	2010	117427
"SDN"	74	"Sudan"	0	"Forest"	2005	70220
"SDN"	74	"Sudan"	0	"Forest"	2000	70491
"SDN"	74	"Sudan"	0	"Forest"	2010	69949
"SDN"	74	"Sudan"	2	"Other land"	2005	115192
"SDN"	74	"Sudan"	2	"Other land"	2000	112956
"SDN"	74	"Sudan"	3	"Other wooded land"	1990	58082
"SDN"	74	"Sudan"	1	"Inland water"	1990	12981
"SDN"	74	"Sudan"	2	"Other land"	1990	103137
"SDN"	74	"Sudan"	0	"Forest"	1990	76381
"SDN"	74	"Sudan"	3	"Other wooded land"	2000	54153
"SDN"	74	"Sudan"	3	"Other wooded land"	2010	50224
"SDN"	74	"Sudan"	1	"Inland water"	2000	12981
"SUR"	213	"Suriname"	1	"Inland water"	2010	727
"SUR"	213	"Suriname"	3	"Other wooded land"	2005	0
"SUR"	213	"Suriname"	2	"Other land"	2000	824
"SUR"	213	"Suriname"	2	"Other land"	2010	842
"SUR"	213	"Suriname"	0	"Forest"	2010	14758
"SUR"	213	"Suriname"	0	"Forest"	1990	14776
"SUR"	213	"Suriname"	3	"Other wooded land"	1990	0
"SUR"	213	"Suriname"	0	"Forest"	2000	14776
"SUR"	213	"Suriname"	2	"Other land"	2005	824
"SUR"	213	"Suriname"	3	"Other wooded land"	2010	0
"SUR"	213	"Suriname"	3	"Other wooded land"	2000	0
"SUR"	213	"Suriname"	2	"Other land"	1990	824
"SUR"	213	"Suriname"	1	"Inland water"	2000	727
"SUR"	213	"Suriname"	0	"Forest"	2005	14776
"SUR"	213	"Suriname"	1	"Inland water"	2005	727
"SUR"	213	"Suriname"	1	"Inland water"	1990	727
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	2	"Other land"	2000	6100
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	2	"Other land"	2010	6100
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	1	"Inland water"	2005	40
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	3	"Other wooded land"	1990	0
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	0	"Forest"	2000	0
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	3	"Other wooded land"	2010	0
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	0	"Forest"	1990	0
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	3	"Other wooded land"	2000	0
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	2	"Other land"	1990	6100
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	0	"Forest"	2005	0
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	1	"Inland water"	2000	40
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	3	"Other wooded land"	2005	0
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	0	"Forest"	2010	0
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	1	"Inland water"	2010	40
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	1	"Inland water"	1990	40
"SJM"	643000374	"Svalbard and Jan Mayen Islands"	2	"Other land"	2005	6100
"SWZ"	29	"Swaziland"	2	"Other land"	2005	821
"SWZ"	29	"Swaziland"	1	"Inland water"	2000	16
"SWZ"	29	"Swaziland"	3	"Other wooded land"	2000	289
"SWZ"	29	"Swaziland"	2	"Other land"	2010	730
"SWZ"	29	"Swaziland"	2	"Other land"	2000	913
"SWZ"	29	"Swaziland"	3	"Other wooded land"	2005	358
"SWZ"	29	"Swaziland"	1	"Inland water"	2005	16
"SWZ"	29	"Swaziland"	3	"Other wooded land"	1990	152
"SWZ"	29	"Swaziland"	1	"Inland water"	2010	16
"SWZ"	29	"Swaziland"	0	"Forest"	2010	563
"SWZ"	29	"Swaziland"	0	"Forest"	2005	541
"SWZ"	29	"Swaziland"	1	"Inland water"	1990	16
"SWZ"	29	"Swaziland"	3	"Other wooded land"	2010	427
"SWZ"	29	"Swaziland"	0	"Forest"	2000	518
"SWZ"	29	"Swaziland"	0	"Forest"	1990	472
"SWZ"	29	"Swaziland"	2	"Other land"	1990	1096
"SWE"	128	"Sweden"	2	"Other land"	2005	9786
"SWE"	128	"Sweden"	0	"Forest"	2005	28203
"SWE"	128	"Sweden"	3	"Other wooded land"	2005	3044
"SWE"	128	"Sweden"	0	"Forest"	2010	28203
"SWE"	128	"Sweden"	2	"Other land"	2000	10408
"SWE"	128	"Sweden"	1	"Inland water"	1990	3996
"SWE"	128	"Sweden"	3	"Other wooded land"	2010	3044
"SWE"	128	"Sweden"	0	"Forest"	2000	27389
"SWE"	128	"Sweden"	2	"Other land"	2010	9786
"SWE"	128	"Sweden"	1	"Inland water"	2005	3996
"SWE"	128	"Sweden"	0	"Forest"	1990	27281
"SWE"	128	"Sweden"	1	"Inland water"	2000	3996
"SWE"	128	"Sweden"	3	"Other wooded land"	1990	3214
"SWE"	128	"Sweden"	1	"Inland water"	2010	3996
"SWE"	128	"Sweden"	3	"Other wooded land"	2000	3236
"SWE"	128	"Sweden"	2	"Other land"	1990	10538
"CHE"	142	"Switzerland"	0	"Forest"	2000	1194
"CHE"	142	"Switzerland"	2	"Other land"	2005	2716
"CHE"	142	"Switzerland"	2	"Other land"	2010	2689
"CHE"	142	"Switzerland"	1	"Inland water"	1990	128
"CHE"	142	"Switzerland"	2	"Other land"	2000	2743
"CHE"	142	"Switzerland"	3	"Other wooded land"	2010	71
"CHE"	142	"Switzerland"	1	"Inland water"	2010	128
"CHE"	142	"Switzerland"	3	"Other wooded land"	2005	67
"CHE"	142	"Switzerland"	0	"Forest"	1990	1151
"CHE"	142	"Switzerland"	3	"Other wooded land"	1990	58
"CHE"	142	"Switzerland"	1	"Inland water"	2000	128
"CHE"	142	"Switzerland"	1	"Inland water"	2005	128
"CHE"	142	"Switzerland"	2	"Other land"	1990	2791
"CHE"	142	"Switzerland"	0	"Forest"	2010	1240
"CHE"	142	"Switzerland"	3	"Other wooded land"	2000	63
"CHE"	142	"Switzerland"	0	"Forest"	2005	1217
"SYR"	98	"Syrian Arab Republic"	2	"Other land"	1990	17971
"SYR"	98	"Syrian Arab Republic"	1	"Inland water"	1990	140
"SYR"	98	"Syrian Arab Republic"	3	"Other wooded land"	2000	35
"SYR"	98	"Syrian Arab Republic"	0	"Forest"	1990	372
"SYR"	98	"Syrian Arab Republic"	3	"Other wooded land"	2010	35
"SYR"	98	"Syrian Arab Republic"	2	"Other land"	2005	17882
"SYR"	98	"Syrian Arab Republic"	3	"Other wooded land"	1990	35
"SYR"	98	"Syrian Arab Republic"	0	"Forest"	2000	432
"SYR"	98	"Syrian Arab Republic"	1	"Inland water"	2005	140
"SYR"	98	"Syrian Arab Republic"	0	"Forest"	2005	461
"SYR"	98	"Syrian Arab Republic"	1	"Inland water"	2010	140
"SYR"	98	"Syrian Arab Republic"	2	"Other land"	2000	17911
"SYR"	98	"Syrian Arab Republic"	3	"Other wooded land"	2005	35
"SYR"	98	"Syrian Arab Republic"	0	"Forest"	2010	491
"SYR"	98	"Syrian Arab Republic"	2	"Other land"	2010	17852
"SYR"	98	"Syrian Arab Republic"	1	"Inland water"	2000	140
"TJK"	167	"Tajikistan"	0	"Forest"	2005	410
"TJK"	167	"Tajikistan"	0	"Forest"	2000	410
"TJK"	167	"Tajikistan"	3	"Other wooded land"	2000	142
"TJK"	167	"Tajikistan"	1	"Inland water"	2010	259
"TJK"	167	"Tajikistan"	3	"Other wooded land"	1990	142
"TJK"	167	"Tajikistan"	3	"Other wooded land"	2010	142
"TJK"	167	"Tajikistan"	3	"Other wooded land"	2005	142
"TJK"	167	"Tajikistan"	2	"Other land"	2005	13444
"TJK"	167	"Tajikistan"	2	"Other land"	1990	13446
"TJK"	167	"Tajikistan"	0	"Forest"	2010	410
"TJK"	167	"Tajikistan"	1	"Inland water"	1990	259
"TJK"	167	"Tajikistan"	1	"Inland water"	2005	259
"TJK"	167	"Tajikistan"	0	"Forest"	1990	408
"TJK"	167	"Tajikistan"	1	"Inland water"	2000	259
"TJK"	167	"Tajikistan"	2	"Other land"	2010	13444
"TJK"	167	"Tajikistan"	2	"Other land"	2000	13444
"THA"	41	"Thailand"	1	"Inland water"	2010	223
"THA"	41	"Thailand"	3	"Other wooded land"	2000	0
"THA"	41	"Thailand"	3	"Other wooded land"	2010	0
